id,loc1,datetime1,loc2,datetime2,stops,distance,details,price,hot deal
12740026," Salem, MA"," Jan 20, 02:00 PM EDT"," Florence, NJ "," Jan 23, 12:00 PM EDT",,deadhead - distance303.2 mi, live Van - 53 Feet7670 LB Consumer Goods, $650.45 ,no
12739798," Aiken, SC"," Jan 20, 01:00 PM  -  02:00 PM EDT "," Vance, AL "," Jan 20, 10:00 PM  -  11:00 PM CDT ",,deadhead - distance357.1 mi, live Van - 53 Feet42000 LB Automotive Fre...,bid only,no
12738692," Mount Crawford, VA"," Jan 20, 02:00 PM EDT"," Lake City, FL "," Jan 22, 02:30 PM EDT",,deadhead - distance729.8 mi, live Reefer - 5342286 LB Fresh Food," $2,203.28 ",no
12738322," Fort Worth, TX"," Jan 20, 01:00 PM CDT"," Searcy, AR "," Jan 21, 06:30 AM CDT",,deadhead - distance464 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $875.59 ,no
12737647," Little Falls, MN"," Jan 20, 01:00 PM CDT"," Jessup, PA "," Jan 22, 06:30 PM  -  06:30 PM EDT ",,deadhead - distance1195.4 mi, live Van - 53 Feet14900 LB Dog Food," $2,537.99 ",no
12737141," Portland, OR"," Jan 20, 12:00 PM PDT"," Tolleson, AZ "," Jan 23, 06:00 AM MST",,deadhead - distance1322.4 mi, live HEATED VAN43812 LB Food Stuffs,bid only,no
12736968," Bedford Park, IL"," Jan 20, 01:00 PM  -  03:30 PM CDT "," San Diego, CA "," Jan 24, 08:00 AM  -  Jan 25, 05:00 PM PDT ",,deadhead - distance2067 mi, live Reefer - 5342619 LB Non-hazmat Che...,bid only,no
12736749," Joliet, IL"," Jan 20, 01:00 PM CDT"," Bluffton, IN "," Jan 21, 10:30 AM EDT",,deadhead - distance180.9 mi, live Van - 53 Feet41064 LB Food Stuffs, $730.82 ,no
12735978," Byhalia, MS"," Jan 20, 01:00 PM CDT"," Sanger, TX "," Jan 21, 10:00 AM CDT", 1 STOP ,deadhead - distance505 mi, live Van or Reefer - 5336838 LB Food Stuffs,bid only,no
12735823," Omaha, NE"," Jan 20, 12:00 PM CDT"," Tolleson, AZ "," Jan 23, 10:00 PM MST",,deadhead - distance1 mi, live Reefer - 5343455 LB Food Stuffs," $3,531.10 ",no
12735723," Pooler, GA"," Jan 20, 01:00 PM EDT"," Little Chute, WI "," Jan 23, 06:00 AM  -  06:00 PM CDT ",,deadhead - distance1167.8 mi, live Van - 53 Feet44990 LB Animal Feed," $1,820.40 ",no
12735679," Laredo, TX"," Jan 20, 01:00 PM CDT"," Mississauga, ON "," Jan 23, 11:00 AM EST",,deadhead - distance1784.9 mi, live Van - 53 Feet13587 LB Retail Goods," $3,053.95 ",no
12735530 high value load," Clyde, OH"," Jan 20, 02:00 PM EDT"," Franklin, MA "," Jan 23, 11:30 AM EDT",,deadhead - distance713 mi, live Van - 53 Feet18562 LB Appliance Part...," $2,095.48 ",no
12735520," Suffolk, VA"," Jan 20, 02:00 PM  -  02:00 PM EDT "," Humboldt, TN "," Jan 23, 07:00 AM  -  02:00 PM CDT ",,deadhead - distance794.7 mi, live Van - 53 Feet40000 LB Automotive Fre...,bid only,no
12734632," Blair, NE"," Jan 20, 01:00 PM CDT"," Newberry, SC "," Jan 23, 09:00 AM EDT",,deadhead - distance1174.8 mi, live Van - 53 Feet30000 LB Food Stuffs," $2,390.76 ",no
12734380," Laredo, TX"," Jan 20, 02:00 PM CDT"," Atlanta, GA "," Jan 23, 10:00 AM EDT",,deadhead - distance1101.8 mi, live Van or Reefer - 5332160 LB Food Stuffs,bid only,no
12733371," Quakertown, PA"," Jan 20, 02:00 PM EST"," Henderson, NC "," Jan 22, 02:46 PM EDT",,deadhead - distance398.6 mi, live Reefer - 5342857 LB Food Stuffs,bid only,no
12733366," Ogden, UT"," Jan 20, 12:00 PM MDT"," Aurora, CO "," Jan 23, 07:30 AM MDT",,deadhead - distance543.6 mi, live Van - 53 Feet41000 LB Kodiak Power C...," $1,307.12 ",no
12733062," Hanover, MD"," Jan 20, 01:00 PM  -  01:00 PM EDT "," Waukesha, WI "," Jan 23, 09:00 AM  -  09:00 AM CDT ",,deadhead - distance804 mi, live Van - 53 Feet10000 LB Plastic Jars," $1,334.48 ",no
12732322," Port Allen, LA"," Jan 20, 01:00 PM CDT"," Houston, TX "," Jan 23, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance255 mi, live Van - 53 Feet19885 LB Non-hazmat Che...,bid only,no
12731878," Byhalia, MS"," Jan 20, 02:00 PM CDT"," Grove City, OH "," Jan 21, 12:00 AM  -  11:59 PM EDT ", 1 STOP ,deadhead - distance578.6 mi, live Van or Reefer - 5331034 LB Food Stuffs,bid only,no
12731713," Hanover, PA"," Jan 20, 01:00 PM EDT"," Baton Rouge, LA "," Jan 23, 08:00 AM CDT",,deadhead - distance1142.8 mi, live Van - 53 Feet11000 LB Consumer Goods," $1,910.86 ",no
12731052," Martin, TN"," Jan 20, 02:00 PM CDT"," Norwich, NY "," Jan 23, 02:00 PM EDT", 2 STOPS ,deadhead - distance1071.4 mi, live Van - 53 Feet20000 LB Lawn And Garde...," $2,487.11 ",no
12731019," Martin, TN"," Jan 20, 02:00 PM CDT"," Saratoga Springs, NY "," Jan 23, 02:00 PM EDT", 2 STOPS ,deadhead - distance1079.1 mi, live Van - 53 Feet20000 LB Lawn And Garde...," $2,640.11 ",no
12730927," Sioux City, IA"," Jan 20, 01:00 PM CDT"," Stockton, CA "," Jan 24, 08:00 AM PDT",,deadhead - distance1652.3 mi, live Van - 53 Feet41233 LB Food Stuffs," $4,263.97 ",no
12730075," Chicago, IL"," Jan 20, 01:00 PM CDT"," Maple Grove, MN "," Jan 23, 10:00 AM CDT", 1 STOP ,deadhead - distance431.9 mi, live Van - 53 Feet14457 LB Consumer Goods," $1,053.75 ",no
12728817," Geismar, LA"," Jan 20, 01:00 PM CDT"," Ecatepec de Morelos, EM "," Jan 26, 07:00 AM  -  04:00 PM CDT ", 1 STOP ,deadhead - distance1354 mi, live Van42223 LB Non-hazmat Che...,bid only,no
12728685," Grantsville, UT"," Jan 20, 12:00 PM MDT"," Logan, UT "," Jan 23, 12:00 AM MDT",,deadhead - distance113.9 mi, live Van - 53 Feet44099 LB Salt, $370.79 ,no
12728426," Tolleson, AZ"," Jan 20, 12:00 PM MST"," Ogden, UT "," Jan 23, 06:00 AM  -  11:00 AM MDT ",,deadhead - distance740.7 mi, live HEATED VAN44252 LB Food Stuffs,bid only,no
12725974," Charlotte, NC"," Jan 20, 02:00 PM EDT"," Burlington, NJ "," Jan 23, 09:00 AM EDT",,deadhead - distance538 mi, live Van - 53 Feet41341 LB Food Stuffs," $1,406.71 ",no
12725750," Phoenix, AZ"," Jan 20, 12:00 PM MST"," Fort Worth, TX "," Jan 23, 08:00 AM CDT",,deadhead - distance1 mi, live Reefer - 5339916 LB Beverages," $1,933.47 ",no
12723812," Grand Saline, TX"," Jan 20, 01:00 PM  -  01:00 PM CDT "," Tolleson, AZ "," Jan 23, 08:00 AM  -  08:00 AM MST ",,deadhead - distance1081 mi, live Van - 53 Feet43294 LB Salt," $1,840.54 ",no
12721524," Mcdonough, GA"," Jan 20, 02:00 PM EDT"," Douglas, GA "," Jan 20, 09:00 PM EDT",,deadhead - distance178 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $648.01 ,no
12721401," Groveport, OH"," Jan 20, 02:00 PM EDT"," Pompano Beach, FL "," Jan 23, 03:00 AM EDT",,deadhead - distance1092.1 mi, live Van - 53 Feet44000 LB Food Stuffs,bid only,no
12720995," Carey, OH"," Jan 20, 02:00 PM EDT"," Reno, NV "," Jan 24, 06:30 PM  -  06:30 PM PDT ",,deadhead - distance2140.7 mi, live Van - 53 Feet30837 LB Dog Food," $4,224.13 ",no
12719079," Troutman, NC"," Jan 20, 02:00 PM  -  02:00 PM EDT "," Monrovia, MD "," Jan 23, 11:30 AM  -  11:30 AM EDT ",,deadhead - distance390.3 mi, live Van or Reefer - 5343440 LB Food Stuffs," $1,078.68 ",no
12719077," Troutman, NC"," Jan 20, 02:00 PM  -  02:00 PM EDT "," Monrovia, MD "," Jan 23, 10:00 AM  -  10:00 AM EDT ",,deadhead - distance390.3 mi, live Van or Reefer - 5343440 LB Food Stuffs," $1,078.68 ",no
12716515," De Pere, WI"," Jan 20, 02:00 PM CDT"," Suncook, NH "," Jan 23, 05:00 AM EDT",,deadhead - distance1244.7 mi, live Reefer24093 LB Food Stuffs," $3,827.72 ",no
12709318," Pacific, MO"," Jan 20, 01:00 PM CDT"," Commerce, GA "," Jan 23, 10:00 AM EDT",,deadhead - distance620.8 mi, live Van - 53 Feet5141 LB Consumer Goods," $1,475.13 ",no
12709172," Hope, AR"," Jan 20, 01:00 PM CDT"," Tracy, CA "," Jan 24, 09:00 AM PDT",,deadhead - distance1861.9 mi, live Van - 53 Feet44000 LB Ks Bbq Hardwoo...," $3,186.22 ",no
12704971," Clarion, PA"," Jan 20, 02:00 PM EDT"," White, GA "," Jan 23, 08:00 AM EDT",,deadhead - distance693.3 mi, live Van - 53 Feet43000 LB Pvc Resin," $1,770.48 ",no
12694450," Hope, AR"," Jan 20, 12:00 PM CDT"," Salt Lake City, UT "," Jan 23, 07:30 AM MDT",,deadhead - distance1512.6 mi, live Van - 53 Feet44000 LB Ks Bbq Hardwoo...," $3,418.25 ",no
12691198," Lansdale, PA"," Jan 20, 02:00 PM EDT"," San Antonio, TX "," Jan 23, 09:00 AM CDT",,deadhead - distance1760 mi, live Van - 53 Feet8600 LB Consumer Goods," $2,056.86 ",no
12659026," Columbus, OH"," Jan 20, 02:00 PM EDT"," Zanesville, OH "," Jan 21, 06:00 AM EDT",,deadhead - distance55 mi, live Van - 53 Feet1683 LB Consumer Goods, $379.65 ,yes
12648699," Humble, TX"," Jan 20, 01:00 PM CDT"," Jackson, GA "," Jan 23, 05:00 AM EDT",,deadhead - distance832.2 mi, live Van - 53 Feet4583 LB Consumer Goods," $1,485.62 ",yes
12648651," Sioux City, IA"," Jan 20, 01:00 PM CDT"," Bessemer, AL "," Jan 22, 07:00 AM CDT",,deadhead - distance1038.2 mi, live Van - 53 Feet22900 LB Consumer Goods," $1,816.37 ",yes
12642661," Calhoun, TN"," Jan 20, 02:00 PM EDT"," Marion, IN "," Jan 23, 06:00 AM EDT",,deadhead - distance462.5 mi, live Van - 53 Feet15380 LB Consumer Goods, $860.67 ,yes
12642654," Calhoun, TN"," Jan 20, 02:00 PM EDT"," Marion, IN "," Jan 23, 06:00 AM EDT",,deadhead - distance462.5 mi, live Van - 53 Feet15380 LB Consumer Goods, $860.67 ,yes
12604223," Winchester, VA"," Jan 20, 02:00 PM EDT"," Zanesville, OH "," Jan 21, 07:00 AM EDT",,deadhead - distance290.9 mi, live Van - 53 Feet7596 LB Consumer Goods, $613.53 ,no
12598726," Lockbourne, OH"," Jan 20, 02:00 PM EDT"," San Antonio, TX "," Jan 23, 08:00 AM CDT",,deadhead - distance1307.9 mi, live Van - 53 Feet8175 LB Consumer Goods," $1,882.01 ",yes
12592786," Norton, MA"," Jan 20, 02:00 PM EDT"," Janesville, WI "," Jan 22, 09:00 AM CDT",,deadhead - distance1101.4 mi, live Van - 53 Feet12564 LB Consumer Goods," $1,441.28 ",yes
12592753," Laredo, TX"," Jan 20, 02:00 PM CDT"," Walton, KY "," Jan 23, 08:00 AM EDT",,deadhead - distance1341.8 mi, live Van - 53 Feet6916 LB Consumer Goods," $2,577.87 ",yes
12744948," Santa Fe Springs, CA"," Jan 20, 11:30 AM PDT"," Medley, FL "," Jan 26, 09:00 AM  -  03:30 PM EDT ",,deadhead - distance2640.6 mi, live Van - 53 Feet40640 LB Batteries," $5,070.24 ",yes
12743046," Redwood Falls, MN"," Jan 20, 01:30 PM CDT"," Livingston, WI "," Jan 23, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance322.5 mi, live Van43900 LB Freight Of All..., $782.71 ,no
12738318," Fort Worth, TX"," Jan 20, 01:30 PM CDT"," Palestine, TX "," Jan 20, 07:00 PM CDT",,deadhead - distance139 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $523.47 ,no
12736503," Madison, IN"," Jan 20, 02:30 PM EDT"," Richmond, IN "," Jan 23, 10:00 AM EDT",,deadhead - distance99 mi, live Van - 53 Feet16904 LB Consumer Goods, $557.43 ,no
12727061," Louisville, KY"," Jan 20, 11:30 AM EDT"," San Bernardino, CA "," Jan 24, 10:00 AM PDT",,deadhead - distance2054.8 mi, live Van - 53 Feet39683 LB Consumer Goods," $2,768.35 ",no
12721528," Mcdonough, GA"," Jan 20, 02:30 PM EDT"," Douglas, GA "," Jan 20, 09:00 PM EDT",,deadhead - distance178 mi, live Van - 53 Feet43472 LB Landscaping Ma..., $648.01 ,no
12705981," Mcdonough, GA"," Jan 20, 02:30 PM EDT"," Hampstead, NC "," Jan 23, 07:30 AM  -  02:00 PM EDT ",,deadhead - distance432 mi, live Van - 53 Feet12490 LB Landscaping Ma..., $924.17 ,no
12705635," Deer Park, TX"," Jan 20, 01:30 PM CDT"," Sumner, WA "," Jan 24, 04:30 AM PDT",,deadhead - distance2466.2 mi, live Van - 53 Feet44000 LB Ks Organic Can...," $4,557.33 ",no
12725395," Owensboro, KY"," Jan 20, 12:40 PM  -  12:40 PM CDT "," Phoenix, AZ "," Jan 23, 09:00 AM  -  09:00 AM MST ",,deadhead - distance1721.4 mi," live Van or Reefer - 5339756 LB Alcohol, Beer,..."," $3,518.97 ",no
12737292," Shelbyville, IN"," Jan 20, 01:52 PM  -  01:52 PM EDT "," Saskatoon, SK "," Jan 23, 10:00 AM  -  10:00 AM CST ",,deadhead - distance1533 mi, live Van - 53 Feet15079 LB Insulation," $3,216.04 ",no
12745132," Hattiesburg, MS"," Jan 20, 02:00 PM CDT"," Saint Rose, LA "," Jan 23, 06:00 AM CDT",,deadhead - distance129.4 mi, live Van5464 LB Paper, $557.00 ,no
12743651," Lawrenceville, GA"," Jan 20, 03:00 PM  -  03:00 PM EDT "," New Castle, DE "," Jan 24, 08:00 AM  -  03:00 PM EDT ", 6 STOPS ,deadhead - distance768 mi, live Van - 53 Feet7000 LB Shelving,bid only,no
12743605," Joliet, IL"," Jan 20, 03:00 PM CDT"," Knoxville, TN "," Jan 23, 07:00 AM  -  03:00 PM EDT ",,deadhead - distance550 mi, live Van40198 LB Non Hazmat Che...," $1,214.42 ",no
12743582," Hicksville, NY"," Jan 20, 03:00 PM EDT"," La Vergne, TN "," Jan 23, 05:00 AM CDT",,deadhead - distance918.3 mi, live Reefer - 5340798 LB Food Stuffs,bid only,no
12743314," Corunna, MI"," Jan 20, 03:00 PM EDT"," Fort Worth, TX "," Jan 23, 02:00 PM CDT",,deadhead - distance1228.9 mi, live Van - 53 Feet42876 LB Food Stuffs," $2,330.85 ",no
12743097," West Seneca, NY"," Jan 20, 03:00 PM EDT"," Medley, FL "," Jan 23, 08:00 AM  -  05:00 PM EDT ",,deadhead - distance1392.6 mi, live Reefer - 5341187 LB Fresh Food," $3,627.69 ",no
12743017," Henderson, CO"," Jan 20, 12:00 PM MDT"," Riverside, CA "," Jan 23, 02:00 AM PDT",,deadhead - distance996.7 mi, live Reefer - 5342268 LB Food Stuffs," $1,211.11 ",no
12742858," New Hampton, IA"," Jan 20, 02:00 PM CDT"," Manawa, WI "," Jan 23, 08:00 AM CDT",,deadhead - distance252.7 mi, live Van - 53 Feet44000 LB Food Stuffs, $765.22 ,no
12742389," Jackson, AL"," Jan 20, 02:00 PM  -  02:00 PM CDT "," Chicago, IL "," Jan 23, 09:00 AM  -  09:00 AM CDT ",,deadhead - distance783.8 mi, live Van17112 LB Food Stuffs,quick bid,no
12740544," Fairless Hills, PA"," Jan 20, 03:00 PM EDT"," Alachua, FL "," Jan 23, 05:00 AM EDT",,deadhead - distance949.5 mi, live Van - 53 Feet43161 LB Consumer Goods," $1,831.35 ",no
12740190," Council Bluffs, IA"," Jan 20, 02:00 PM CDT"," Owatonna, MN "," Jan 23, 10:30 AM CDT",,deadhead - distance308.2 mi, live Van - 53 Feet44000 LB Ks 0w-20 Synth..., $786.20 ,no
12739931," Bolton, ON"," Jan 20, 03:00 PM  -  03:00 PM EST "," Batavia, IL "," Jan 21, 11:55 PM  -  11:55 PM CDT ",,deadhead - distance560.4 mi, live Van - 53 Feet38880 LB Consumer Goods,bid only,no
12739707," San Pedro, CA"," Jan 20, 03:00 PM PDT"," Jeffersonville, GA "," Jan 24, 08:00 AM EDT",,deadhead - distance2297.8 mi, live Van - 53 Feet17001 LB Consumer Goods," $3,857.28 ",no
12739528," Blacksburg, VA"," Jan 20, 03:00 PM  -  08:00 PM EDT "," Greenville, MI "," Jan 21, 07:00 AM  -  07:00 AM EDT ",,deadhead - distance590.5 mi, live Van w/ Team42000 LB Steel Coils," $1,437.35 ",no
12738751," Hicksville, NY"," Jan 20, 03:00 PM EDT"," La Vergne, TN "," Jan 23, 07:00 AM CDT",,deadhead - distance918.3 mi, live Reefer - 5343594 LB Food Stuffs,bid only,no
12738366," Irving, TX"," Jan 20, 02:00 PM CDT"," Palestine, TX "," Jan 22, 06:00 AM CDT",,deadhead - distance125.2 mi, drop and hook Van - 53 Feet7533 LB Apple Juice / ..., $396.88 ,no
12738328," Fort Worth, TX"," Jan 20, 02:00 PM CDT"," Searcy, AR "," Jan 21, 06:30 AM CDT",,deadhead - distance464 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $875.59 ,no
12738302," San Bernardino, CA"," Jan 20, 12:00 PM PDT"," Tracy, CA "," Jan 21, 08:00 AM PDT",,deadhead - distance383.8 mi, live Van - 53 Feet33720 LB Food Stuffs,bid only,no
12737555," Parkesburg, PA"," Jan 20, 03:00 PM EDT"," Jefferson, GA "," Jan 24, 07:00 AM EDT",,deadhead - distance718 mi, live Van - 53 Feet41852 LB Landscaping Ma...," $1,477.41 ",no
12737474," Omaha, NE"," Jan 20, 12:00 PM CDT"," Reno, NV "," Jan 23, 02:00 PM PDT",,deadhead - distance1453 mi, live Reefer - 5342619 LB Food Stuffs," $3,486.89 ",no
12736814," Lakeland, FL"," Jan 20, 03:00 PM EDT"," Brundidge, AL "," Jan 21, 07:15 PM  -  07:15 PM CDT ",,deadhead - distance386.2 mi, live Van - 53 Feet44655 LB Food Stuffs, $598.27 ,no
12736802," Lakeland, FL"," Jan 20, 03:00 PM EDT"," Brundidge, AL "," Jan 21, 05:15 PM  -  05:15 PM CDT ",,deadhead - distance1 mi, live Van - 53 Feet44100 LB Food Stuffs, $583.67 ,no
12736288," Hot springs, AR"," Jan 20, 03:00 PM CDT"," Plainfield, IN "," Jan 23, 08:00 AM CDT",,deadhead - distance622.4 mi, live Van or Reefer - 5343645 LB Food Stuffs," $1,432.25 ",no
12736259," Hot springs, AR"," Jan 20, 03:00 PM CDT"," Plainfield, IN "," Jan 23, 07:00 AM CDT",,deadhead - distance622.4 mi, live Van or Reefer - 5343229 LB Food Stuffs," $1,442.23 ",no
12735940," Byhalia, MS"," Jan 20, 03:00 PM CDT"," Lagrange, GA "," Jan 21, 08:30 AM EDT", 1 STOP ,deadhead - distance344.6 mi, live Van or Reefer - 5333642 LB Food Stuffs,bid only,no
12735510," Newport News, VA"," Jan 20, 02:00 PM  -  02:00 PM EDT "," Henderson, KY "," Jan 23, 07:00 AM  -  03:00 PM CDT ",,deadhead - distance761.1 mi, live Van - 53 Feet40000 LB Automotive Fre...,bid only,no
12735505," Newport News, VA"," Jan 20, 02:00 PM  -  02:00 PM EDT "," Henderson, KY "," Jan 23, 07:00 AM  -  03:00 PM CDT ",,deadhead - distance761.1 mi, live Van - 53 Feet40000 LB Automotive Fre...,bid only,no
12735423 high value load," Columbus, OH"," Jan 20, 01:00 PM EDT"," Denver, CO "," Jan 23, 09:00 AM MDT",,deadhead - distance1217 mi, live Van - 53 Feet42000 LB Non-hazmat Che...," $3,257.86 ",no
12735078," Great Falls, MT"," Jan 20, 12:00 PM MDT"," Mira Loma, CA "," Jan 23, 04:00 AM PDT",,deadhead - distance1219.9 mi, live Van - 53 Feet41539 LB Food Stuffs," $1,954.59 ",no
12732355," Broken Bow, OK"," Jan 20, 02:00 PM CDT"," Stanley, VA "," Jan 23, 09:00 AM EDT",,deadhead - distance1078.3 mi, live Van - 53 Feet44000 LB Consumer Goods," $2,373.98 ",no
12731242," Clintonville, WI"," Jan 20, 02:00 PM CDT"," Uxbridge, MA "," Jan 23, 08:00 AM EDT",,deadhead - distance1185.2 mi, live Van - 53 Feet22481 LB Consumer Goods," $3,150.52 ",no
12731105," Martin, TN"," Jan 20, 03:00 PM CDT"," Herkimer, NY "," Jan 23, 02:00 PM EDT", 2 STOPS ,deadhead - distance1019.4 mi, live Van - 53 Feet20000 LB Lawn And Garde...," $2,268.82 ",no
12731082," Martin, TN"," Jan 20, 03:00 PM CDT"," Highland, NY "," Jan 23, 12:30 PM EDT", 2 STOPS ,deadhead - distance1057.3 mi, live Van - 53 Feet20000 LB Lawn And Garde...," $2,500.66 ",no
12730296," Bowling Green, KY"," Jan 20, 02:00 PM EDT"," Grapevine, TX "," Jan 24, 03:00 AM CDT",,deadhead - distance746.5 mi, live Van - 53 Feet26131 LB Finsihed Paper...,bid only,no
12729375," Edgerton, KS"," Jan 20, 03:00 PM CDT"," Nicholasville, KY "," Jan 22, 10:00 PM EDT",,deadhead - distance619.1 mi, live Van - 53 Feet26000 LB Food Stuffs," $1,475.82 ",no
12728128," Mount Juliet, TN"," Jan 20, 02:00 PM CDT"," Dacula, GA "," Jan 21, 08:00 AM EDT",,deadhead - distance269.5 mi, live Van37716 LB Consumer Goods, $782.68 ,no
12726796," Gainesville, GA"," Jan 20, 03:00 PM EDT"," Mc Leansville, NC "," Jan 23, 06:00 AM EDT",,deadhead - distance297 mi, live Van - 53 Feet42500 LB Food Stuffs, $670.69 ,no
12724596," Fontana, CA"," Jan 20, 12:00 PM PDT"," El Paso, TX "," Jan 23, 06:00 AM  -  01:00 PM MDT ",,deadhead - distance759 mi, live Van or Reefer - 5343644 LB Food Stuffs," $1,352.44 ",no
12713233," Joliet, IL"," Jan 20, 02:00 PM CDT"," Lawrence, KS "," Jan 23, 09:00 AM CDT",,deadhead - distance495.1 mi," live Reefer - 5343380 LB Alcohol, Beer,..."," $1,212.29 ",no
12711849," Murray, KY"," Jan 20, 02:00 PM CDT"," Mebane, NC "," Jan 21, 03:30 PM EDT",,deadhead - distance611 mi, live Reefer38642 LB Consumer Goods," $1,165.46 ",no
12706717," Ogden, UT"," Jan 20, 01:00 PM MDT"," McQueeney, TX "," Jan 23, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance1479.5 mi, live Van - 53 Feet42841 LB Salt," $1,900.58 ",no
12706081," Arion, IA"," Jan 20, 02:00 PM CDT"," Oswego, IL "," Jan 23, 07:30 AM  -  04:30 PM CDT ",,deadhead - distance435.4 mi, live Van44000 LB Animal Feed," $1,046.35 ",no
12703592," Mcdonough, GA"," Jan 20, 03:00 PM EDT"," Mebane, NC "," Jan 23, 08:00 AM EDT",,deadhead - distance392 mi, live Van - 53 Feet15856 LB Landscaping Ma..., $642.27 ,no
12703262," Verona, MO"," Jan 20, 02:00 PM CDT"," Mendota, IL "," Jan 23, 07:00 AM CDT",,deadhead - distance499.1 mi, live Van - 53 Feet43084 LB Non Hazmat Che...," $1,004.04 ",no
12700434," Fort Worth, TX"," Jan 20, 02:00 PM CDT"," Laredo, TX "," Jan 21, 03:00 PM CDT",,deadhead - distance427.4 mi, live Van - 53 Feet40000 LB Automotive Fre...,bid only,no
12691183," Laredo, TX"," Jan 20, 02:00 PM CDT"," Marion, IN "," Jan 23, 10:00 AM EDT",,deadhead - distance1419.2 mi, live Van - 53 Feet6921 LB Consumer Goods," $2,363.46 ",yes
12687767," Laredo, TX"," Jan 20, 02:00 PM CDT"," Marianna, FL "," Jan 23, 09:00 AM CDT",,deadhead - distance999 mi, live Van - 53 Feet10782 LB Retail Goods," $2,570.02 ",no
12668920," Laredo, TX"," Jan 20, 02:00 PM CDT"," Marianna, FL "," Jan 22, 09:00 PM CDT",,deadhead - distance999 mi, live Van - 53 Feet44748 LB Retail Goods," $2,559.37 ",no
12663265," Red Bay, AL"," Jan 20, 02:00 PM CDT"," San Antonio, TX "," Jan 22, 05:00 AM CDT",,deadhead - distance876 mi, live Van - 53 Feet29963 LB Consumer Goods," $1,441.86 ",yes
12626968," Duncan, SC"," Jan 20, 03:00 PM EDT"," South Boston, VA "," Jan 23, 07:00 AM EDT",,deadhead - distance249.3 mi, live Van - 53 Feet41154 LB Consumer Goods, $643.93 ,yes
12626906," Booneville, AR"," Jan 20, 02:00 PM CDT"," Bessemer, AL "," Jan 23, 05:00 AM CDT",,deadhead - distance498.7 mi, live Van - 53 Feet15690 LB Consumer Goods, $984.81 ,no
12580594," Dyersburg, TN"," Jan 20, 02:00 PM CDT"," Longview, TX "," Jan 21, 07:00 AM CDT",,deadhead - distance450.4 mi, live Van - 53 Feet31919 LB Consumer Goods," $1,083.46 ",yes
12580530," Dunkirk, NY"," Jan 20, 03:00 PM EDT"," Jonesville, SC "," Jan 23, 06:00 AM EDT",,deadhead - distance679.6 mi, live Van - 53 Feet28965 LB Consumer Goods," $1,410.46 ",no
12562731," Laredo, TX"," Jan 20, 02:00 PM CDT"," Marion, IN "," Jan 23, 10:00 AM EDT",,deadhead - distance1414.4 mi, live Van - 53 Feet39640 LB Consumer Goods," $2,603.60 ",yes
12745119," Haines City, FL"," Jan 20, 03:15 PM EDT"," Lithia Springs, GA "," Jan 23, 07:30 AM EDT",,deadhead - distance470 mi, live Van - 53 Feet17917 LB Toilet Paper &..., $546.08 ,no
12742047," Frankfort, IN"," Jan 20, 02:30 PM  -  02:30 PM EDT "," Oconomowoc, WI "," Jan 20, 11:30 PM  -  11:30 PM CDT ",,deadhead - distance248.4 mi, live Van - 53 Feet41717 LB Food Stuffs, $787.50 ,no
12742024," North Vernon, IN"," Jan 20, 03:30 PM EDT"," Lithia Springs, GA "," Jan 23, 08:00 AM EDT",,deadhead - distance437.4 mi, live Van - 53 Feet39168 LB Consumer Goods," $1,192.06 ",no
12740542," Fairless Hills, PA"," Jan 20, 03:30 PM EDT"," Alachua, FL "," Jan 23, 05:00 AM EDT",,deadhead - distance949.5 mi, live Van - 53 Feet43161 LB Consumer Goods," $1,831.35 ",no
12714177," Kansas City, MO"," Jan 20, 02:30 PM CDT"," Bentonville, AR "," Jan 21, 09:00 AM CDT",,deadhead - distance221 mi, live Van - 53 Feet44000 LB Food Stuffs, $793.88 ,no
12742114," Sparrows Point, MD"," Jan 20, 04:00 PM EDT"," Augusta, ME "," Jan 23, 11:00 AM EDT",,deadhead - distance551.4 mi, live Van or Reefer - 5314482 LB Food Stuffs,bid only,no
12742013," Windsor Locks, CT"," Jan 20, 03:00 PM EDT"," Russellville, AR "," Jan 23, 11:00 AM CDT",,deadhead - distance1400.8 mi, live Van27000 LB Consumer Goods," $2,370.97 ",no
12741840," Hurleyville, NY"," Jan 20, 04:00 PM  -  04:00 PM EDT "," Center Valley, PA "," Jan 21, 02:00 AM  -  02:00 AM EDT ",,deadhead - distance135.6 mi, live Reefer2592 LB Consumer Goods,bid only,no
12740748," Jacksonville, IL"," Jan 20, 03:00 PM CDT"," Woodland, PA "," Jan 22, 05:30 AM EDT",,deadhead - distance719.5 mi, live Van - 53 Feet39000 LB Consumer Goods," $1,542.36 ",no
12740057," Stockton, CA"," Jan 20, 01:00 PM PDT"," Minden, NV "," Jan 23, 03:00 PM PDT",,deadhead - distance207.2 mi, live Van - 53 Feet13180 LB Consumer Goods," $1,018.83 ",no
